analyte_id	aliquot_id	month_of_shipment	plate_id	biospecimen_barcode_bottom	center_id	plate_column	is_derived_from_ffpe	volume	amount	plate_row	day_of_shipment	year_of_shipment	bcr_aliquot_uuid	source_center	concentration	quantity	material_type	protocol_type	protocol_description
TCGA-HC-7231-01A-11D	TCGA-HC-7231-01A-11D-2114-08	1	2114	120997275	8	4	NO	60		F	4	2012	6d995ea6-3c34-4bbb-a828-25f95800d404	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HI-7171-10A-01W	TCGA-HI-7171-10A-01W-2162-08	1	2162	120991433	8	7	NO	80		E	30	2012	d7bb90c3-3033-4ebf-beb7-730ffb634909	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-M7-A720-01A-12W	TCGA-M7-A720-01A-12W-A35V-08	1	A35V	164082662	8	10	NO	80		E	29	2014	C447D63A-33F4-43DA-8EF1-C4E3810C3DF9	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7328-11A-01R	TCGA-EJ-7328-11A-01R-2118-07	1	2118	120997903	7	8	NO	13.3		B	4	2012	cbc2c758-bf49-4165-bbb1-30c046caf99c	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-Y6-A8TL-01A-21D	TCGA-Y6-A8TL-01A-21D-A378-05	2	A378	164055298	5	5	NO	13		E	26	2014	CA12A002-4CB6-4F95-98EF-0C4D267A5353	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-A9S4-01A-11R	TCGA-G9-A9S4-01A-11R-A41R-13	5	A41R	174163774	13	2	NO	20		A	28	2014	6DE532D5-BAC7-4FE4-80E9-A0C9EDFDD830	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6367-01A-11W	TCGA-G9-6367-01A-11W-1821-08	6	1821	1053963607	8	2	NO	80		D	20	2011	99f76f15-d798-4bbd-a1b4-57abc73b0dd4	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-QU-A6IM-10A-01D	TCGA-QU-A6IM-10A-01D-A31I-01	7	A31I	153888465	1	10	NO	6.7		B	24	2013	F8885B61-8E6C-4BBA-B502-11D7F65DDCA9	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-M7-A722-01A-12D	TCGA-M7-A722-01A-12D-A364-08	1	A364	164082567	8	9	NO	40		E	29	2014	381E0605-CB54-4EF9-96DA-4B9F3CE37CFF	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A8D1-01A-11D	TCGA-HC-A8D1-01A-11D-A363-01	1	A363	164081693	1	6	NO	6.7		F	29	2014	4D6F1F0C-D9D7-41DC-A0EC-585AD8B711DF	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8S9-01A-11R	TCGA-YL-A8S9-01A-11R-A37H-13	2	A37H	164104180	13	5	NO	20		D	26	2014	A40CD303-568C-404A-BE9A-B610A02B1841	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7782-11A-01R	TCGA-EJ-7782-11A-01R-2118-07	1	2118	120997855	7	8	NO	13.3		F	4	2012	e74de9a3-6dd4-42b7-b92c-eba3e3827bed	22	0.17	2.26	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-7519-10A-01D	TCGA-G9-7519-10A-01D-2260-08	4	2260	128285680	8	5	NO	60		B	25	2012	91e00401-e16e-4067-ae4d-28fce0a0425e	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5764-11A-01D	TCGA-CH-5764-11A-01D-1574-01	2	1574	1049968442	1	11	NO	6.67		D	23	2011	757e417a-1480-45a8-b420-5d44a2db2d70	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6373-01A-11D	TCGA-G9-6373-01A-11D-1787-05	5	1787	107043541	5	2	NO	13.3		E	25	2011	3b2de8d0-2490-4a43-9140-4d4fb19f43ce	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67K-01A-21R	TCGA-J4-A67K-01A-21R-A30B-07	6	A30B	132267581	7	6	NO	13		F	12	2013	631B5E57-557B-48D1-A263-5C1B456E73B2	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7AZ-01A-12R	TCGA-KK-A7AZ-01A-12R-A32J-13	9	A32J	153879275	13	9	NO	20		A	25	2013	C9291474-C876-41CB-8CB8-42BF34390F9A	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6363-11A-01D	TCGA-G9-6363-11A-01D-1784-02	5	1784	1053959868	2	3	NO	13.3		H	25	2011	f2f919c1-dfe4-4681-af4c-ea84da4c672f	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A7NF-01A-11D	TCGA-EJ-A7NF-01A-11D-A33S-01	10	A33S	160355501	1	6	NO	6.7		B	30	2013	B969DF13-E108-4FE8-9D5E-8C11A0B90BE2	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5506-10A-01D	TCGA-EJ-5506-10A-01D-1573-02	2	1573	1049968167	2	2	NO	13.3		E	23	2011	380366c0-c2c1-4c13-9806-5270b7cf4824	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6348-11A-01W	TCGA-G9-6348-11A-01W-1821-08	6	1821	1053963564	8	4	NO	80		A	20	2011	b8200fc2-b0c6-484d-a1a8-28e5ab891d21	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-2A-A8W1-01A-11W	TCGA-2A-A8W1-01A-11W-A44J-08	7	A44J	167803082	8	3	NO	80		B	8	2014	7899C0A1-18E7-47BF-93B7-30CEC5FB392F	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A7NK-10A-01D	TCGA-EJ-A7NK-10A-01D-A34W-01	1	A34W	160339717	1	5	NO	6.7		G	6	2014	AF7A9960-D2B8-451B-8493-0140903BBEF5	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8MM-01A-11D	TCGA-V1-A8MM-01A-11D-A376-01	2	A376	164055615	1	3	NO	6.7		F	26	2014	BCA3D5AF-7305-45EB-AEE0-B9730F6C2CBF	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XJ-A9DI-01A-11R	TCGA-XJ-A9DI-01A-11R-A37L-07	2	A37L	164104652	7	4	NO	13		E	26	2014	4EAAF094-C0D8-476E-BA5B-7D9861C1DD5B	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-ZG-A9LU-01A-11D	TCGA-ZG-A9LU-01A-11D-A41L-05	5	A41L	174189393	5	10	NO	13		B	28	2014	AA17E180-9F47-429B-B047-5C8FED5E0FC0	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5737-01A-11D	TCGA-CH-5737-01A-11D-1572-02	2	1572	1049968213	2	1	NO	13.3		A	23	2011	7304346c-d454-4cde-8141-10e8066724e5	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7AP-01A-12D	TCGA-KK-A7AP-01A-12D-A33S-01	10	A33S	160355441	1	7	NO	6.7		G	30	2013	E9070E84-0AC9-43B1-8783-CF3C6EA40A1A	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XJ-A83G-01A-11R	TCGA-XJ-A83G-01A-11R-A358-13	12	A358	160338144	13	8	NO	20		C	18	2013	330E8B1C-3F2C-43B7-A183-6269FFDB0185	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8I8-11A-11D	TCGA-KK-A8I8-11A-11D-A361-01	1	A361	164082846	1	7	NO	6.7		F	29	2014	66D75A32-F74F-46EA-B2EF-F28055C60844	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-WW-A8ZI-01A-11R	TCGA-WW-A8ZI-01A-11R-A37L-07	2	A37L	164100959	7	4	NO	13		D	26	2014	EFFC8583-559F-4E01-BD93-11B39D95A290	23	0.18	2.34	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7075-01A-11R	TCGA-HC-7075-01A-11R-1964-13	8	1964	1053936626	13	2	NO	20		F	17	2011	5bd2c2d4-7558-4a79-ae8a-1700b671b4b0	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XQ-A8TB-10A-01W	TCGA-XQ-A8TB-10A-01W-A446-08	7	A446	167803645	8	11	NO	80		C	8	2014	9CB4E62D-303F-43CD-8C6B-86C9B94FF8AA	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VN-A88P-01A-11D	TCGA-VN-A88P-01A-11D-A34V-05	12	A34V	160341559	5	8	NO	13		D	18	2013	0B0640BE-7035-4FB3-961F-17B49540ADE8	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6351-01A-21W	TCGA-G9-6351-01A-21W-1999-08	9	1999	1053968394	8	2	NO	80		B	19	2011	07cd3685-f4b9-4a58-8364-5474a0b3432a	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KC-A7FA-01A-21R	TCGA-KC-A7FA-01A-21R-A33R-07	10	A33R	160355281	7	2	NO	13		D	30	2013	81EE8DCB-89DD-462E-B5DE-2394BC6D522B	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7817-10A-01D	TCGA-HC-7817-10A-01D-A29P-01	5	A29P	132275628	1	12	NO	6.7		B	8	2013	5C5F7A03-9E59-433C-B592-5A33FB8FA62C	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6347-01A-11R	TCGA-G9-6347-01A-11R-A31N-07	7	A31N	150756298	7	8	NO	13		F	24	2013	817B51F3-FA06-4C82-956E-220B4396D30B	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7328-11A-01D	TCGA-EJ-7328-11A-01D-2114-08	1	2114	120997327	8	8	NO	60		B	4	2012	9326de46-0981-4458-b17d-d52a96a120d5	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9Z7-10A-01D	TCGA-V1-A9Z7-10A-01D-A41N-08	5	A41N	174188635	8	5	NO	40		A	28	2014	87158802-66E8-4C56-9F08-3CB5033E6CB4	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VN-A88P-10A-01W	TCGA-VN-A88P-10A-01W-A43W-08	7	A43W	167804451	8	8	NO	80		D	8	2014	83096C20-1674-4920-840F-3B614D4D6923	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A6HY-10A-01W	TCGA-HC-A6HY-10A-01W-A332-08	10	A332	153888248	8	9	NO	80		D	21	2013	ECA0920E-4D5D-4EE3-A709-1B201AE0E521	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-QU-A6IO-01A-11D	TCGA-QU-A6IO-01A-11D-A31K-01	7	A31K	150756345	1	10	NO	6.7		D	24	2013	680999EA-98B9-45DA-9A5E-376822964D06	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J9-A52B-10A-01W	TCGA-J9-A52B-10A-01W-A30O-08	6	A30O	150704821	8	11	NO	80		A	12	2013	ADE87317-A399-41B9-B84E-B5C005AC2436	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KC-A4BR-01A-32R	TCGA-KC-A4BR-01A-32R-A250-07	12	A250	132256489	7	2	NO	13		B	19	2012	64F2ADC6-C446-4268-AFC6-A35FC9429DA9	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5494-10A-01D	TCGA-EJ-5494-10A-01D-1577-08	2	1577	1049966895	8	1	NO	40		B	23	2011	d498facd-d3ad-4e75-87a2-bea5253d9f1f	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7738-01A-11R	TCGA-HC-7738-01A-11R-2118-07	1	2118	120997891	7	5	NO	13.3		C	4	2012	b02ac966-c160-4310-a80d-98fdc6134074	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A83J-01A-11R	TCGA-J4-A83J-01A-11R-A36B-13	1	A36B	164080850	13	3	NO	20		D	29	2014	AB77DA27-42FC-4E9D-AF42-06562110396D	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-ZG-A9NI-10A-01D	TCGA-ZG-A9NI-10A-01D-A41M-01	5	A41M	174186322	1	11	NO	6.7		B	28	2014	62D0FBB9-4D17-463D-ACF6-978E54F2EAD3	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XQ-A8TB-01A-11D	TCGA-XQ-A8TB-01A-11D-A365-05	1	A365	164083357	5	11	NO	13		C	29	2014	BF00F874-0ECF-4233-9D09-C1A5A04A057C	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6369-01A-21R	TCGA-G9-6369-01A-21R-1965-07	8	1965	1053936389	7	2	NO	13.3		C	17	2011	3d626bcf-fa11-443c-ac02-b2a099494189	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7742-11A-01D	TCGA-HC-7742-11A-01D-2116-05	1	2116	120996639	5	9	NO	13.3		C	4	2012	33fe9528-afaf-4dec-91a1-87704be559d8	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7747-01A-11D	TCGA-HC-7747-01A-11D-2114-08	1	2114	120997252	8	5	NO	60		H	4	2012	85714546-69c0-468e-b38a-3e0e886d44c7	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7781-11A-01R	TCGA-EJ-7781-11A-01R-2117-13	1	2117	120997672	13	8	NO	20		E	4	2012	db3f9b53-82f1-4681-a3f4-58bce84d3f65	22	0.14	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KC-A7F3-01A-21W	TCGA-KC-A7F3-01A-21W-A452-08	7	A452	175155449	8	7	NO	80		A	8	2014	83BE797D-43D5-4102-A73B-F9AC040B83F1	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A6HX-10A-01W	TCGA-HC-A6HX-10A-01W-A332-08	10	A332	153888255	8	9	NO	80		C	21	2013	FBC17381-1FDB-4ADD-B55E-9D9C932123C2	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8ID-01A-11R	TCGA-KK-A8ID-01A-11R-A36B-13	1	A36B	164080820	13	4	NO	20		G	29	2014	B9959ADE-F447-4E90-BA7E-70DDC04A9A87	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7233-01A-11D	TCGA-HC-7233-01A-11D-2112-01	1	2112	120996675	1	4	NO	6.67		H	4	2012	64d868e9-c6ef-435c-b16b-e985a9bb12e1	22	0.14	0.93	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6496-01A-11R	TCGA-G9-6496-01A-11R-1788-13	5	1788	107043377	13	3	NO	20		B	25	2011	0c5cde61-debd-496e-813b-0040e6646f8a	22	0.14	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-2A-A8VX-01A-11W	TCGA-2A-A8VX-01A-11W-A44J-08	7	A44J	167803101	8	3	NO	80		A	8	2014	FBF9D76D-7828-46AB-886E-497B2E92E461	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-A876-10A-01W	TCGA-VP-A876-10A-01W-A43W-08	7	A43W	167804452	8	9	NO	80		A	8	2014	BD7982CE-5E15-4509-9A55-5D6B4FFE6A22	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5494-01A-01D	TCGA-EJ-5494-01A-01D-1576-08	2	1576	1049969456	8	4	NO	40		H	23	2011	c3c8c9d3-e3d6-45ea-b448-e1143892a190	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-A9S7-01A-11R	TCGA-G9-A9S7-01A-11R-A41R-13	5	A41R	174163753	13	2	NO	20		B	28	2014	35AA5D1B-1BE9-46E8-BC37-3F419018DDBF	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IG-11A-11W	TCGA-KK-A8IG-11A-11W-A446-08	7	A446	167803615	8	8	NO	80		F	8	2014	9FBCFDCC-E61C-4B0D-885B-687EB76C5990	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6385-01A-11D	TCGA-G9-6385-01A-11D-1786-08	5	1786	107043784	8	2	NO	60		H	24	2011	fe227d04-2285-41ff-b5b8-421a317a61c7	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SJ-10A-01W	TCGA-YL-A8SJ-10A-01W-A44K-08	7	A44K	167802774	8	7	NO	80		D	8	2014	6E7DEB3D-8212-40B7-A362-4C4C70FC9377	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XA-A8JR-01A-11D	TCGA-XA-A8JR-01A-11D-A364-08	1	A364	164082613	8	11	NO	40		A	29	2014	E6DF7E9E-C584-4526-AFB2-FA4B5199B174	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7752-10A-01D	TCGA-HC-7752-10A-01D-2113-01	1	2113	120998091	1	4	NO	6.67		B	4	2012	96e22698-6f16-4bef-aba9-c42689a54555	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5748-01A-11D	TCGA-CH-5748-01A-11D-1576-08	2	1576	1049969387	8	2	NO	40		B	23	2011	b436546f-99a3-4f71-b1aa-8653fe9471ec	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7321-01A-31R	TCGA-EJ-7321-01A-31R-2263-07	4	2263	128285387	7	1	NO	13.3		A	25	2012	951adcbd-7d7a-466c-bbac-7c7afb8b9df6	22	0.17	2.26	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7821-01A-12R	TCGA-HC-7821-01A-12R-2118-07	1	2118	120997829	7	6	NO	13.3		H	4	2012	df9ee925-86bc-4ccc-b308-0c7d6d1d4fd7	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-AA1N-01A-31D	TCGA-VP-AA1N-01A-31D-A41L-05	5	A41L	174189389	5	6	NO	13		B	28	2014	A82C18D5-C81B-4B71-9C72-B66F82CB7D85	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A9TE-10A-01D	TCGA-HC-A9TE-10A-01D-A41M-01	5	A41M	174186289	1	2	NO	6.7		D	28	2014	4A05A025-8D97-4956-B274-FC9A5AB81AD5	23	0.14	0.94	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7AQ-11A-11D	TCGA-KK-A7AQ-11A-11D-A33V-01	10	A33V	160357254	1	7	NO	6.7		H	30	2013	3488487F-BCAC-4024-8766-F1BA57ECB71B	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J9-A8CM-01A-11D	TCGA-J9-A8CM-01A-11D-A34T-01	1	A34T	160338126	1	7	NO	6.7		B	6	2014	E574D8E9-CCD7-43C6-A48D-A63AE0347093	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5769-01A-11D	TCGA-CH-5769-01A-11D-1572-02	2	1572	1049968287	2	3	NO	13.3		G	23	2011	5488dcd8-ec8b-4e14-8f62-5f9931580b87	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8212-01B-05D	TCGA-HC-8212-01B-05D-2297-01	5	2297	125247000	1	1	YES	6.67		F	31	2012	e8f75aa5-d3a7-45ab-8f3e-bba9bb58cfe1	22	0.13	0.87	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8HO-10A-01W	TCGA-YL-A8HO-10A-01W-A446-08	7	A446	167803668	8	12	NO	80		A	8	2014	FBF0985F-6B02-4975-AAE4-1F846944B30F	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5738-01A-11W	TCGA-CH-5738-01A-11W-1610-08	3	1610	1052625935	8	1	NO	80		C	21	2011	e3d2e34c-4735-4993-9db6-5cc6f00b097c	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7797-11A-01W	TCGA-EJ-7797-11A-01W-2288-08	5	2288	128286927	8	4	NO	80		B	23	2012	cd08cf65-6c3f-4f02-9274-a6bfe09ea228	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6494-10A-01D	TCGA-G9-6494-10A-01D-1786-08	5	1786	107043788	8	6	NO	60		H	24	2011	2821a5f1-f23f-467c-aa21-b9a0f8d623d8	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5763-01A-11R	TCGA-CH-5763-01A-11R-1580-07	2	1580	1049968810	7	3	NO	26.7		B	23	2011	40eb0b4a-3863-403f-a90b-919bfa24237e	22	0.15	4.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8HM-01A-11D	TCGA-YL-A8HM-01A-11D-A364-08	1	A364	164082541	8	11	NO	40		G	29	2014	30158A14-C275-4022-A8D7-5C2F2DF1E740	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5794-01A-11D	TCGA-CH-5794-01A-11D-1574-01	2	1574	1049968480	1	4	NO	6.67		G	23	2011	2466702a-8539-4ae2-93f6-d7235071c20d	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SH-10A-01D	TCGA-YL-A8SH-10A-01D-A379-01	2	A379	164055293	1	6	NO	6.7		F	26	2014	EA035360-F357-4FA7-9004-C21CDF57C1CF	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5498-10A-01D	TCGA-EJ-5498-10A-01D-1577-08	2	1577	1049966942	8	1	NO	40		F	23	2011	b8daddf3-4dbc-47b1-b5bf-777c46131bb8	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9ZG-01A-11D	TCGA-V1-A9ZG-01A-11D-A41K-08	5	A41K	174190708	8	5	NO	40		D	28	2014	463BC174-D782-4E0F-B8AB-E424B330C7F7	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8216-10A-01W	TCGA-HC-8216-10A-01W-A31C-08	7	A31C	153887963	8	12	NO	80		D	24	2013	14041832-F24B-44A5-8335-A72A1E0BF5A6	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5768-01A-11D	TCGA-CH-5768-01A-11D-1574-01	2	1574	1049968474	1	3	NO	6.67		F	23	2011	09c6d733-ef8e-465f-bc80-3c648459f93b	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IL-01A-11D	TCGA-KK-A8IL-01A-11D-A364-08	1	A364	164082591	8	9	NO	40		C	29	2014	DEFE4C4D-743A-4352-8020-F614BA5BFE2D	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8HO-01A-11R	TCGA-YL-A8HO-01A-11R-A36G-07	1	A36G	164082183	7	7	NO	13		H	29	2014	35E62A79-9FA0-4FF9-A8C3-D163817D7F08	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6356-10A-01W	TCGA-G9-6356-10A-01W-1821-08	6	1821	1053963579	8	6	NO	80		B	20	2011	c5c77d32-e129-4b2c-b48a-ab33c6ac095c	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7791-01A-11R	TCGA-EJ-7791-01A-11R-2117-13	1	2117	120997725	13	3	NO	20		A	4	2012	22863714-55b6-47d6-ac3a-7ed14354f2fb	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7315-01A-31R	TCGA-EJ-7315-01A-31R-2117-13	1	2117	120997703	13	1	NO	20		C	4	2012	48d8c314-21d1-4669-b926-494ecef8fde8	22	0.14	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8MJ-01A-11R	TCGA-V1-A8MJ-01A-11R-A36B-13	1	A36B	164080866	13	6	NO	20		C	29	2014	F663BBF1-9678-421B-92A0-D6D334BB11CA	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6494-01A-11W	TCGA-G9-6494-01A-11W-1821-08	6	1821	1053963606	8	3	NO	80		D	20	2011	492a7f95-9367-4825-b991-83940d52f8f8	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8II-01A-11D	TCGA-KK-A8II-01A-11D-A363-01	1	A363	164081751	1	9	NO	6.7		A	29	2014	631EA376-B095-43C1-A33E-18246E3BDC5C	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6343-01A-21D	TCGA-G9-6343-01A-21D-1961-08	8	1961	113624951	8	1	NO	60		G	17	2011	cdb78cfc-4a29-488a-b215-a4996b3ab873	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6494-10A-01W	TCGA-G9-6494-10A-01W-1821-08	6	1821	1053963639	8	7	NO	80		G	20	2011	6093a356-f45e-4118-8f73-16dcc70ba363	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5753-10A-01D	TCGA-CH-5753-10A-01D-1576-08	2	1576	1049969445	8	10	NO	40		G	23	2011	c1987c4d-84f8-4464-93ad-7e53fd4a6a11	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A6AN-10A-01D	TCGA-HC-A6AN-10A-01D-A30G-01	6	A30G	150705228	1	8	NO	6.7		F	12	2013	B9790004-F318-45A3-86E0-2084C64AA666	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9OA-10A-01D	TCGA-V1-A9OA-10A-01D-A41M-01	5	A41M	174186261	1	3	NO	6.7		G	28	2014	CFB1EC71-6023-44F1-997A-D122B43FFE05	23	0.14	0.94	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6339-01A-12D	TCGA-G9-6339-01A-12D-A30Z-05	6	A30Z	153878223	5	1	NO	13		C	26	2013	686F05FE-8838-4114-8A84-F2E69FA34863	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5506-01A-01D	TCGA-EJ-5506-01A-01D-1574-01	2	1574	1049968434	1	6	NO	6.67		C	23	2011	194f9634-e3aa-45b1-98e6-5f12eecf99e4	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A46I-01A-12W	TCGA-EJ-A46I-01A-12W-A30P-08	6	A30P	150704846	8	10	NO	80		G	12	2013	19057A02-F714-4635-8C29-C8EE406E44E9	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5762-11A-01D	TCGA-CH-5762-11A-01D-1572-02	2	1572	1049968226	2	11	NO	13.3		B	23	2011	8897b262-39f8-492f-99a2-93c4012d6241	22	0.13	1.73	Total RNA	Library Preparation	Illumina TruSeq Kit
